canonical,aliases,meaning,partOfSpeech,domain,level,example,sourceTag,reviewStatus
ayam,,many / much,quantifier,chat,chat,,build11-chat-article-growth,needs_review
yam,,very / much,adverb,chat,chat,,build11-chat-article-growth,needs_review
yamna,,very much,adverb,chat,chat,,build11-chat-article-growth,needs_review
henna,,more,adverb,chat,chat,,build11-chat-article-growth,needs_review
khudingmak,,every,quantifier,chat,chat,,build11-chat-article-growth,needs_review
amaga,,with one / together,particle,chat,chat,,build11-chat-article-growth,needs_review
amasung,,and,conjunction,chat,chat,,build11-chat-article-growth,needs_review
aduga,,and then,conjunction,chat,chat,,build11-chat-article-growth,needs_review
adubu,,but,conjunction,chat,chat,,build11-chat-article-growth,needs_review
maramdi,,because,conjunction,chat,chat,,build11-chat-article-growth,needs_review
maramna,,therefore,conjunction,chat,chat,,build11-chat-article-growth,needs_review
nattraga,,or,conjunction,chat,chat,,build11-chat-article-growth,needs_review
natte,,no / not so,negation,chat,chat,,build11-chat-article-growth,needs_review
nattra,,is it not,question,chat,chat,,build11-chat-article-growth,needs_review
oi,,yes / become,verb,chat,chat,,build11-chat-article-growth,needs_review
oidre,,not become / no,negation,chat,chat,,build11-chat-article-growth,needs_review
oirabadi,,if so,phrase,chat,chat,,build11-chat-article-growth,needs_review
oirabasu,,even if so,phrase,chat,chat,,build11-chat-article-growth,needs_review
houjik,,now,time,chat,chat,,build11-chat-article-growth,needs_review
ngasi,,today,time,chat,chat,,build11-chat-article-growth,needs_review
hayeng,,tomorrow,time,chat,chat,,build11-chat-article-growth,needs_review
ngarang,,yesterday,time,chat,chat,,build11-chat-article-growth,needs_review
ayuk,,morning,time,chat,chat,,build11-chat-article-growth,needs_review
numidang,,night,time,chat,chat,,build11-chat-article-growth,needs_review
numit,,day / sun,time,chat,chat,,build11-chat-article-growth,needs_review
tha,,month / moon,time,chat,chat,,build11-chat-article-growth,needs_review
chahi,,year,time,chat,chat,,build11-chat-article-growth,needs_review
matam,,time,time,chat,chat,,build11-chat-article-growth,needs_review
pung,,hour / clock,time,chat,chat,,build11-chat-article-growth,needs_review
pung kayada,,what time,phrase,chat,chat,,build11-chat-article-growth,needs_review
matam kayada,,at what time,phrase,chat,chat,,build11-chat-article-growth,needs_review
chak matam,,meal time,phrase,chat,chat,,build11-chat-article-growth,needs_review
school matam,,school time,phrase,chat,chat,,build11-chat-article-growth,needs_review
meeting matam,,meeting time,phrase,chat,chat,,build11-chat-article-growth,needs_review
work matam,,work time,phrase,chat,chat,,build11-chat-article-growth,needs_review
online-da,,online at / on online,mixed,chat,chat,,build11-chat-article-growth,needs_review
phone-da,,on phone,mixed,chat,chat,,build11-chat-article-growth,needs_review
whatsapp-da,,on WhatsApp,mixed,chat,chat,,build11-chat-article-growth,needs_review
facebook-da,,on Facebook,mixed,chat,chat,,build11-chat-article-growth,needs_review
youtube-da,,on YouTube,mixed,chat,chat,,build11-chat-article-growth,needs_review
message touro,,send a message,phrase,chat,chat,,build11-chat-article-growth,needs_review
touba,,to do,verb,verb,chat,,build11-chat-article-growth,needs_review
toui,,to do (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
toure,,to do (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
touro,,to do (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
touliba,,to do (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
tougani,,to do (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
toudre,,to do (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
leiba,,to be / to live,verb,verb,chat,,build11-chat-article-growth,needs_review
leii,,to be / to live (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
leire,,to be / to live (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
leiro,,to be / to live (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
leiliba,,to be / to live (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
leigani,,to be / to live (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
leidre,,to be / to live (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
chatpa,,to go,verb,verb,chat,,build11-chat-article-growth,needs_review
lakpa,,to come,verb,verb,chat,,build11-chat-article-growth,needs_review
chaba,,to eat,verb,verb,chat,,build11-chat-article-growth,needs_review
chai,,to eat (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
chare,,to eat (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
charo,,to eat (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
chaliba,,to eat (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
chagani,,to eat (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
chadre,,to eat (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thakpa,,to drink,verb,verb,chat,,build11-chat-article-growth,needs_review
tumba,,to sleep,verb,verb,chat,,build11-chat-article-growth,needs_review
tumi,,to sleep (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
tumre,,to sleep (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
tumro,,to sleep (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
tumliba,,to sleep (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
tumgani,,to sleep (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
tumdre,,to sleep (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
houba,,to start / wake,verb,verb,chat,,build11-chat-article-growth,needs_review
houi,,to start / wake (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
houre,,to start / wake (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
houro,,to start / wake (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
houliba,,to start / wake (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
hougani,,to start / wake (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
houdre,,to start / wake (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
paaba,,to read,verb,verb,chat,,build11-chat-article-growth,needs_review
paai,,to read (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
paare,,to read (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
paaro,,to read (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
paaliba,,to read (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
paagani,,to read (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
paadre,,to read (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
eiba,,to write,verb,verb,chat,,build11-chat-article-growth,needs_review
eii,,to write (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
eire,,to write (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
eiro,,to write (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
eiliba,,to write (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
eigani,,to write (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
eidre,,to write (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
yengba,,to see / look,verb,verb,chat,,build11-chat-article-growth,needs_review
yengi,,to see / look (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
yengre,,to see / look (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
yengro,,to see / look (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
yengliba,,to see / look (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
yenggani,,to see / look (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
yengdre,,to see / look (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
tamba,,to learn,verb,verb,chat,,build11-chat-article-growth,needs_review
tami,,to learn (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
tamre,,to learn (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
tamro,,to learn (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
tamliba,,to learn (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
tamgani,,to learn (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
tamdre,,to learn (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pamba,,to want,verb,verb,chat,,build11-chat-article-growth,needs_review
pami,,to want (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pamre,,to want (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pamro,,to want (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pamliba,,to want (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pamgani,,to want (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pamdre,,to want (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
ngamba,,to be able,verb,verb,chat,,build11-chat-article-growth,needs_review
ngami,,to be able (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
ngamre,,to be able (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
ngamro,,to be able (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
ngamliba,,to be able (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
ngamgani,,to be able (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
ngamdre,,to be able (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
phangba,,to get / receive,verb,verb,chat,,build11-chat-article-growth,needs_review
phangi,,to get / receive (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
phangre,,to get / receive (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
phangro,,to get / receive (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
phangliba,,to get / receive (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
phanggani,,to get / receive (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
phangdre,,to get / receive (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
piba,,to give,verb,verb,chat,,build11-chat-article-growth,needs_review
pii,,to give (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pire,,to give (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
piro,,to give (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
piliba,,to give (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pigani,,to give (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pidre,,to give (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
louba,,to take,verb,verb,chat,,build11-chat-article-growth,needs_review
loui,,to take (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
loure,,to take (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
louro,,to take (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
louliba,,to take (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
lougani,,to take (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
loudre,,to take (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thamba,,to keep / place,verb,verb,chat,,build11-chat-article-growth,needs_review
thami,,to keep / place (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thamre,,to keep / place (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thamro,,to keep / place (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thamliba,,to keep / place (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thamgani,,to keep / place (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thamdre,,to keep / place (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
khangba,,to know,verb,verb,chat,,build11-chat-article-growth,needs_review
khangi,,to know (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
khangre,,to know (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
khangro,,to know (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
khangliba,,to know (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
khanggani,,to know (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
khangdre,,to know (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
hangba,,to ask,verb,verb,chat,,build11-chat-article-growth,needs_review
hangi,,to ask (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
hangre,,to ask (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
hangro,,to ask (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
hangliba,,to ask (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
hanggani,,to ask (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
hangdre,,to ask (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
paojelba,,to inform,verb,verb,chat,,build11-chat-article-growth,needs_review
paojeli,,to inform (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
paojelre,,to inform (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
paojelro,,to inform (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
paojelliba,,to inform (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
paojelgani,,to inform (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
paojeldre,,to inform (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nangba,,to need,verb,verb,chat,,build11-chat-article-growth,needs_review
nangi,,to need (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nangre,,to need (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nangro,,to need (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nangliba,,to need (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nanggani,,to need (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nangdre,,to need (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thingba,,to stop,verb,verb,chat,,build11-chat-article-growth,needs_review
thingi,,to stop (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thingre,,to stop (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thingro,,to stop (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thingliba,,to stop (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thinggani,,to stop (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thingdre,,to stop (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
chathokpa,,to leave/go out,verb,verb,chat,,build11-chat-article-growth,needs_review
pairiba,,to read / currently reading,verb,verb,chat,,build11-chat-article-growth,needs_review
pairii,,to read / currently reading (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pairire,,to read / currently reading (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pairiro,,to read / currently reading (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pairiliba,,to read / currently reading (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pairigani,,to read / currently reading (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pairidre,,to read / currently reading (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
iriba,,to write / currently writing,verb,verb,chat,,build11-chat-article-growth,needs_review
irii,,to write / currently writing (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
irire,,to write / currently writing (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
iriro,,to write / currently writing (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
iriliba,,to write / currently writing (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
irigani,,to write / currently writing (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
iridre,,to write / currently writing (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
wari sanaba,,to discuss / tell story,verb,verb,chat,,build11-chat-article-growth,needs_review
khongchatpa,,to travel,verb,verb,chat,,build11-chat-article-growth,needs_review
semba,,to make / prepare,verb,verb,chat,,build11-chat-article-growth,needs_review
semi,,to make / prepare (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
semre,,to make / prepare (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
semro,,to make / prepare (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
semliba,,to make / prepare (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
semgani,,to make / prepare (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
semdre,,to make / prepare (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
saruk yaba,,to participate,verb,verb,chat,,build11-chat-article-growth,needs_review
thijinba,,to search,verb,verb,chat,,build11-chat-article-growth,needs_review
thijini,,to search (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thijinre,,to search (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thijinro,,to search (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thijinliba,,to search (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thijingani,,to search (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thijindre,,to search (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thajaba,,to believe,verb,verb,chat,,build11-chat-article-growth,needs_review
thajai,,to believe (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thajare,,to believe (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thajaro,,to believe (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thajaliba,,to believe (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thajagani,,to believe (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
thajadre,,to believe (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
ningba,,to remember / think,verb,verb,chat,,build11-chat-article-growth,needs_review
ningi,,to remember / think (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
ningre,,to remember / think (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
ningro,,to remember / think (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
ningliba,,to remember / think (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
ninggani,,to remember / think (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
ningdre,,to remember / think (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
pokpa,,to be born,verb,verb,chat,,build11-chat-article-growth,needs_review
hingba,,to live,verb,verb,chat,,build11-chat-article-growth,needs_review
hingi,,to live (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
hingre,,to live (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
hingro,,to live (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
hingliba,,to live (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
hinggani,,to live (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
hingdre,,to live (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
siba,,to die,verb,verb,chat,,build11-chat-article-growth,needs_review
sii,,to die (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
sire,,to die (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
siro,,to die (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
siliba,,to die (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
sigani,,to die (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
sidre,,to die (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungaiba,,to be happy,verb,verb,chat,,build11-chat-article-growth,needs_review
nungaii,,to be happy (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungaire,,to be happy (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungairo,,to be happy (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungailiba,,to be happy (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungaigani,,to be happy (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungaidre,,to be happy (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
khungangba,,to be afraid,verb,verb,chat,,build11-chat-article-growth,needs_review
khungangi,,to be afraid (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
khungangre,,to be afraid (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
khungangro,,to be afraid (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
khungangliba,,to be afraid (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
khunganggani,,to be afraid (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
khungangdre,,to be afraid (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungshiba,,to love,verb,verb,chat,,build11-chat-article-growth,needs_review
nungshii,,to love (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungshire,,to love (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungshiro,,to love (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungshiliba,,to love (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungshigani,,to love (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungshidre,,to love (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungsiba,,to love variant,verb,verb,chat,,build11-chat-article-growth,needs_review
nungsii,,to love variant (present form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungsire,,to love variant (completed form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungsiro,,to love variant (imperative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungsiliba,,to love variant (progressive form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungsigani,,to love variant (future form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
nungsidre,,to love variant (negative form candidate),verb-form,verb,chat,,build11-chat-article-growth,needs_review
lairik paaba,,to read book,verb,verb,chat,,build11-chat-article-growth,needs_review
article eiba,,to write article,verb,verb,chat,,build11-chat-article-growth,needs_review
standard touba,,to standardise,verb,verb,chat,,build11-chat-article-growth,needs_review
yum,,house / home,noun,place,chat,,build11-chat-article-growth,needs_review
yumpham,,home area / household,noun,place,chat,,build11-chat-article-growth,needs_review
keithel,,market,noun,place,chat,,build11-chat-article-growth,needs_review
leikai,,locality / neighbourhood,noun,place,chat,,build11-chat-article-growth,needs_review
lam,,land / road,noun,place,chat,,build11-chat-article-growth,needs_review
lambi,,road,noun,place,chat,,build11-chat-article-growth,needs_review
lampak,,open ground,noun,place,chat,,build11-chat-article-growth,needs_review
sang,,room / hall,noun,place,chat,,build11-chat-article-growth,needs_review
school,,school,noun,education,chat,,build11-chat-article-growth,needs_review
college,,college,noun,education,chat,,build11-chat-article-growth,needs_review
office,,office,noun,work,chat,,build11-chat-article-growth,needs_review
hospital,,hospital,noun,health,chat,,build11-chat-article-growth,needs_review
clinic,,clinic,noun,health,chat,,build11-chat-article-growth,needs_review
dokan,,shop,noun,commerce,chat,,build11-chat-article-growth,needs_review
bus stand,,bus stand,noun,travel,chat,,build11-chat-article-growth,needs_review
airport,,airport,noun,travel,chat,,build11-chat-article-growth,needs_review
station,,station,noun,travel,chat,,build11-chat-article-growth,needs_review
hotel,,hotel,noun,travel,chat,,build11-chat-article-growth,needs_review
restaurant,,restaurant,noun,food,chat,,build11-chat-article-growth,needs_review
ima,,mother,noun,relation,chat,,build11-chat-article-growth,needs_review
ipa,,father,noun,relation,chat,,build11-chat-article-growth,needs_review
eche,,elder sister,noun,relation,chat,,build11-chat-article-growth,needs_review
icha,,younger sibling / child,noun,relation,chat,,build11-chat-article-growth,needs_review
ine,,aunt / mother relation,noun,relation,chat,,build11-chat-article-growth,needs_review
itomba,,brother relation,noun,relation,chat,,build11-chat-article-growth,needs_review
marup,,friend,noun,relation,chat,,build11-chat-article-growth,needs_review
nupi,,woman,noun,person,chat,,build11-chat-article-growth,needs_review
nupa,,man,noun,person,chat,,build11-chat-article-growth,needs_review
macha,,child,noun,person,chat,,build11-chat-article-growth,needs_review
angaang,,child,noun,person,chat,,build11-chat-article-growth,needs_review
oja,,teacher,noun,person,chat,,build11-chat-article-growth,needs_review
student,,student,noun,education,chat,,build11-chat-article-growth,needs_review
doctor,,doctor,noun,health,chat,,build11-chat-article-growth,needs_review
driver,,driver,noun,travel,chat,,build11-chat-article-growth,needs_review
